"localidad_id","localidad_nombre","localidad_centroide_lat","localidad_centroide_lon","provincia_id","provincia_nombre","departamento_id","departamento_nombre","municipio_id","municipio_nombre","localidad_censal_id","localidad_censal_nombre","localidad_categoria"
"82070280","San Mariano",-31.6684130728593,-61.3474426434473,"82","Santa Fe","82070","Las Colonias","823232","San Mariano","82070280","San Mariano","Localidad simple"
"82070300","Santo Domingo",-31.1204662128969,-60.8879939509265,"82","Santa Fe","82070","Las Colonias","823260","Santo Domingo","82070300","Santo Domingo","Localidad simple"
"82070290","Santa Clara de Buena Vista",-31.7623724410191,-61.3157990016507,"82","Santa Fe","82070","Las Colonias","823239","Santa Clara de Buena Vista","82070290","Santa Clara de Buena Vista","Localidad simple"
"82070060","Felicia",-31.2445463733771,-61.2121864965225,"82","Santa Fe","82070","Las Colonias","823071","Felicia","82070060","Felicia","Localidad simple"
"82070020","Cululú",-31.2060921384088,-60.930019007513,"82","Santa Fe","82070","Las Colonias","823050","Cululú","82070020","Cululú","Localidad simple"
"82070190","Progreso",-31.1378669003006,-60.9896422265588,"82","Santa Fe","82070","Las Colonias","823162","Progreso","82070190","Progreso","Localidad simple"
"82070120","La Pelada",-30.8662414882249,-60.9682925850045,"82","Santa Fe","82070","Las Colonias","823120","La Pelada","82070120","La Pelada","Localidad simple"
"82070230","San Carlos Centro",-31.7265876198786,-61.0907301349574,"82","Santa Fe","82070","Las Colonias","820168","San Carlos Centro","82070230","San Carlos Centro","Componente de localidad compuesta"
"82070270","San Jerónimo Norte",-31.5527079170333,-61.0779235360263,"82","Santa Fe","82070","Las Colonias","820171","San Jerónimo Norte","82070270","San Jerónimo Norte","Localidad simple"
"82070070","Franck",-31.5871896835148,-60.9383404041712,"82","Santa Fe","82070","Las Colonias","823078","Franck","82070070","Franck","Localidad simple"
"82070090","Hipatía",-31.1255765836408,-61.033006407965,"82","Santa Fe","82070","Las Colonias","823092","Hipatía","82070090","Hipatía","Localidad simple"
"82070150","Matilde",-31.7915781038709,-60.9799453959542,"82","Santa Fe","82070","Las Colonias","823141","Matilde","82070150","Matilde","Localidad simple"
"82070030","Elisa",-30.6944926833677,-61.0494002740529,"82","Santa Fe","82070","Las Colonias","823057","Elisa","82070030","Elisa","Localidad simple"
"82077065","San Bernardo",-28.6674118377273,-61.5280166384228,"82","Santa Fe","82077","9 de Julio","823330","San Bernardo","82077065","San Bernardo","Localidad simple"
"82077010","Esteban Rams",-29.7724217463121,-61.489981972125,"82","Santa Fe","82077","9 de Julio","823281","Esteban Rams","82077010","Esteban Rams","Localidad simple"
"82077020","Gato Colorado",-28.0223897190306,-61.1865821797417,"82","Santa Fe","82077","9 de Julio","823288","Gato Colorado","82077020","Gato Colorado","Localidad simple"
"82077030","Gregoria Pérez de Denis",-28.2274527986276,-61.5278160176383,"82","Santa Fe","82077","9 de Julio","823295","Gregoria Pérez de Denis","82077030","Gregoria Pérez de Denis","Localidad simple"
"82077090","Villa Minetti",-28.6229612219036,-61.6267634944818,"82","Santa Fe","82077","9 de Julio","823344","Villa Minetti","82077090","Villa Minetti","Localidad simple"
"82077040","Logroño",-29.5037555445199,-61.6961473349937,"82","Santa Fe","82077","9 de Julio","823309","Logroño","82077040","Logroño","Localidad simple"
"82077070","Santa Margarita",-28.3138236506456,-61.5487543282334,"82","Santa Fe","82077","9 de Julio","823337","Santa Margarita","82077070","Santa Margarita","Localidad simple"
"82077060","Pozo Borrado",-28.9380837222991,-61.7048729556921,"82","Santa Fe","82077","9 de Julio","823323","Pozo Borrado","82077060","Pozo Borrado","Localidad simple"
"82077050","Montefiore",-29.6686952143335,-61.8668950035658,"82","Santa Fe","82077","9 de Julio","823316","Montefiore","82077050","Montefiore","Localidad simple"
"82077080","Tostado",-29.2327297041075,-61.7712078626857,"82","Santa Fe","82077","9 de Julio","820175","Tostado","82077080","Tostado","Localidad simple"
"82084230","Pueblo Esther",-33.0722930332082,-60.5749935688429,"82","Santa Fe","82084","Rosario","820207","Pueblo Esther","82084230","Pueblo Esther","Localidad simple"
"82084070","Arroyo Seco",-33.1581385210504,-60.5119382186795,"82","Santa Fe","82084","Rosario","820182","Arroyo Seco","82084070","Arroyo Seco","Localidad simple"
"82084190","Los Muchachos - La Alborada",-33.0902979325778,-60.7363300440491,"82","Santa Fe","82084","Rosario","823421","Piñero","82084190","Los Muchachos - La Alborada","Localidad simple"
"82084290","Villa Amelia",-33.1759079593172,-60.664101151059,"82","Santa Fe","82084","Rosario","823456","Villa Amelia","82084290","Villa Amelia","Localidad simple"
"82084300","Villa del Plata",-33.1262945685022,-60.7069216732872,"82","Santa Fe","82084","Rosario","823456","Villa Amelia","82084300","Villa del Plata","Componente de localidad compuesta"
"82084050","Arbilla",-33.0910657594171,-60.6984776478447,"82","Santa Fe","82084","Rosario","823372","Alvear","82084050","Arbilla","Localidad simple"
"82084030","Álvarez",-33.1280901191077,-60.8061899822764,"82","Santa Fe","82084","Rosario","823365","Álvarez","82084030","Álvarez","Localidad simple"
"82084040","Alvear",-33.0578411745076,-60.6198434734122,"82","Santa Fe","82084","Rosario","823372","Alvear","82084040","Alvear","Localidad simple"
"82084120","El Caramelo",-33.128516221415,-60.7134010873951,"82","Santa Fe","82084","Rosario","823365","Álvarez","82084120","El Caramelo","Componente de localidad compuesta"
"82084080","Carmen del Sauce",-33.2360266733981,-60.8117710579368,"82","Santa Fe","82084","Rosario","823386","Carmen del Sauce","82084080","Carmen del Sauce","Localidad simple"
"82084020","Albarellos",-33.2395386776406,-60.6367606409017,"82","Santa Fe","82084","Rosario","823358","Albarellos","82084020","Albarellos","Localidad simple"
"82084240","Pueblo Muñóz",-33.1720463201281,-60.8980737633767,"82","Santa Fe","82084","Rosario","823435","Pueblo Muñoz","82084240","Pueblo Muñóz","Localidad simple"
"82084060","Arminda",-33.2635759248671,-60.9678819494211,"82","Santa Fe","82084","Rosario","823379","Arminda","82084060","Arminda","Localidad simple"
"82084200","Monte Flores",-33.0763377572597,-60.633435016675,"82","Santa Fe","82084","Rosario","823372","Alvear","82084200","Monte Flores","Localidad simple"
"82084160","Granadero Baigorria",-32.8618305060886,-60.7063332396164,"82","Santa Fe","82084","Rosario","820196","Granadero Baigorria","82084160","Granadero Baigorria","Componente de localidad compuesta"
"82084010","Acébal",-33.2417639582494,-60.836480369897,"82","Santa Fe","82084","Rosario","823351","Acebal","82084010","Acébal","Localidad simple"
"82084260","Puerto Arroyo Seco",-33.1304153870331,-60.5058458530957,"82","Santa Fe","82084","Rosario","820182","Arroyo Seco","82084260","Puerto Arroyo Seco","Localidad simple"
"82084130","Fighiera",-33.1938621179459,-60.4694380490748,"82","Santa Fe","82084","Rosario","823400","Fighiera","82084130","Fighiera","Localidad simple"
"82084220","Piñero",-33.1091396602734,-60.796112390481,"82","Santa Fe","82084","Rosario","823421","Piñero","82084220","Piñero","Localidad simple"
"82084170","Ibarlucea",-32.8518641103817,-60.7854799082173,"82","Santa Fe","82084","Rosario","823414","Ibarlucea","82084170","Ibarlucea","Localidad simple"
"82084100","Coronel Rodolfo S. Domínguez",-33.1837048790854,-60.7219810563401,"82","Santa Fe","82084","Rosario","823470","Coronel Domínguez","82084100","Coronel Domínguez","Localidad simple"
